,Designer
john spencer,0.00023820867079561695
frank douglas/gerry douglas,0.00023820867079561695
h. amel  & j. carteau,0.00023820867079561695
peter norlin and jens ostmann,0.00023820867079561695
w. tripp/dolf lecomte,0.00023820867079561695
peter bosgraaf,0.00023820867079561695
m. joubert/b. nivelt,0.00023820867079561695
walter scott & t. r. allmand,0.00023820867079561695
sovereign design group,0.00023820867079561695
julien marin,0.00023820867079561695
german frers sr,0.00023820867079561695
ted brewer/jack corey,0.00023820867079561695
jean-louis noir,0.00023820867079561695
pierre deschamps,0.00023820867079561695
stanley butler/edwin mairs,0.00023820867079561695
j & j designs/olivier poncin,0.00023820867079561695
william e. cook,0.00023820867079561695
rod johnstone,0.00023820867079561695
ackerman,0.00023820867079561695
elvstrom & kjaerulff,0.00023820867079561695
g. diller & h. schwill,0.00023820867079561695
bill higgins/don ansley,0.00023820867079561695
eric maizey,0.00023820867079561695
riccardo baffigo,0.00023820867079561695
charles ludwig,0.00023820867079561695
nacra design group,0.00023820867079561695
pierre gutelle,0.00023820867079561695
fred bingham/bruce bingham,0.00023820867079561695
d. peterson (unauthorized)/bayliner,0.00023820867079561695
arthur edmunds/sovereign,0.00023820867079561695
berret-raccoupeau yacht design,0.00023820867079561695
barney lehman,0.00023820867079561695
günther thomat,0.00023820867079561695
adrian keough/scott jutson,0.00023820867079561695
philippe staempfli,0.00023820867079561695
hans geissler,0.00023820867079561695
claude a. smith,0.00023820867079561695
leif angermark,0.00023820867079561695
willem de vries-lentsch,0.00023820867079561695
michael schallmann,0.00023820867079561695
marc lombard/diedre design,0.00023820867079561695
lindblom,0.00023820867079561695
harry hallberg,0.00023820867079561695
camper & nicholson/ray wall,0.00023820867079561695
bo olsson,0.00023820867079561695
arthur edmunds/sparkman & stephens,0.00023820867079561695
jan kjærulff,0.00023820867079561695
ray wall/camper & nicholson,0.00023820867079561695
paul kettenberg,0.00023820867079561695
harold s. glander,0.00023820867079561695
noel honey/alex trethewey/steve marten,0.00023820867079561695
ron given,0.00023820867079561695
joe nash,0.00023820867079561695
d. tortarolo,0.00023820867079561695
jacques (koos) de ridder,0.00023820867079561695
w. j. roué,0.00023820867079561695
jim monroe,0.00023820867079561695
herbert baggs/w. scott hayward,0.00023820867079561695
simonis & voogd,0.00023820867079561695
aldo renai,0.00023820867079561695
g. taylor newell,0.00023820867079561695
paul elvstrom/jan kjaerulff,0.00023820867079561695
winthrop warner,0.00023820867079561695
gary hoyt/jay paris,0.00023820867079561695
chuck paine/ed joy,0.00023820867079561695
laurent cordelle,0.00023820867079561695
george hazen,0.00023820867079561695
bjarne marcussen,0.00023820867079561695
george w. kettenburg jr,0.00023820867079561695
cesare sangermani,0.00023820867079561695
john g. alden & co,0.00023820867079561695
david & jerry hubbard,0.00023820867079561695
lief beiley,0.00023820867079561695
richard ward,0.00023820867079561695
w. h. scott,0.00023820867079561695
loren hart/admiralty design,0.00023820867079561695
berret-racoupeau yacht design,0.00023820867079561695
george kettenburg jr,0.00023820867079561695
peter barrett / stan miller,0.00023820867079561695
alan scott,0.00023820867079561695
gulfstar/v. lazzara,0.00023820867079561695
claude allen smith,0.00023820867079561695
farr yacht design ltd,0.00023820867079561695
pablo a cibert,0.00023820867079561695
wegu,0.00023820867079561695
a. mauric - j. gaubert,0.00023820867079561695
jean beret /olivier racoupeau,0.00023820867079561695
risto kristeri / seppo mäkelä,0.00023820867079561695
roberto rovere,0.00023820867079561695
pert m. lowell,0.00023820867079561695
iain murray,0.00023820867079561695
w.i.b. crealock/dennis garrett,0.00023820867079561695
jacques gaubert,0.00023820867079561695
fred c.brewer / alden & associates,0.00023820867079561695
philip l. rhodes,0.00023820867079561695
christian bolinger,0.00023820867079561695
j&j design /ker,0.00023820867079561695
børresen brothers,0.00023820867079561695
jan linge,0.00023820867079561695
claude puvieux,0.00023820867079561695
hans blomstergren,0.00023820867079561695
w.h. rowland,0.00023820867079561695
ted strain,0.00023820867079561695
c. raymond hunt  & assoc,0.00023820867079561695
michele ansaloni,0.00023820867079561695
terry compton,0.00023820867079561695
robert van dam,0.00023820867079561695
steve dalzell,0.00023820867079561695
andre hoek,0.00023820867079561695
k. kremer,0.00023820867079561695
pelle pettersson,0.00023820867079561695
herbert mcwilliams,0.00023820867079561695
andrew mcdougall,0.00023820867079561695
guy thompson,0.00023820867079561695
thomas d. scott,0.00023820867079561695
h. amel,0.00023820867079561695
a. e  luders,0.00023820867079561695
joseph d'alessio,0.00023820867079561695
csk/rudy choy,0.00023820867079561695
william f. crosby,0.00023820867079561695
gary mull / shad turner,0.00023820867079561695
jack riggleman,0.00023820867079561695
f. bethwaite/i. bruce,0.00023820867079561695
helmut hatecke,0.00023820867079561695
alden associates / carl alberg,0.00023820867079561695
warren seaman,0.00023820867079561695
peter van dine,0.00023820867079561695
tony allen,0.00023820867079561695
wirth monroe /richard valdez,0.00023820867079561695
r.a.g. nierop,0.00023820867079561695
charles mower/thomas f. day/l.d. huntington,0.00023820867079561695
r. march/t. pearce/r. white,0.00023820867079561695
gösta & gunnar edwardsson,0.00023820867079561695
svend aage christensen,0.00023820867079561695
collin,0.00023820867079561695
morgan,0.00023820867079561695
burgess & packard,0.00023820867079561695
rob humphreys & oyster design,0.00023820867079561695
charles whittolz,0.00023820867079561695
botin partners,0.00023820867079561695
kurt w. schroter,0.00023820867079561695
cole beadon,0.00023820867079561695
alan f. hill,0.00023820867079561695
t. wheeler,0.00023820867079561695
nicholas potter,0.00023820867079561695
r.hewson/sabre,0.00023820867079561695
bruce farr/pininfarina,0.00023820867079561695
taprell dorling,0.00023820867079561695
borge quorning/jens quorning,0.00023820867079561695
e. g van de stadt,0.00023820867079561695
christoph rassy and olle enderlein,0.00023820867079561695
harlé-mortain-mavrikios,0.00023820867079561695
steve seaton,0.00023820867079561695
ken watts,0.00023820867079561695
donald pye/holman & pye,0.00023820867079561695
judel / vrolijk,0.00023820867079561695
oscar schelin,0.00023820867079561695
nils-eric olofsson,0.00023820867079561695
bengt karlsson,0.00023820867079561695
rod macalpine-downie / dick gibbs,0.00023820867079561695
e. selman graves,0.00023820867079561695
p. cole & assoc,0.00023820867079561695
peter stevenson,0.00023820867079561695
norman blanchard sr./ben seaborn,0.00023820867079561695
bryce fuhriman,0.00023820867079561695
derek angus,0.00023820867079561695
thomas hale & son,0.00023820867079561695
"morrelli, melvin & hobie design team",0.00023820867079561695
c. w. lapworth,0.00023820867079561695
h. amel & j. carteau,0.00023820867079561695
eva hollmann,0.00023820867079561695
fred parker,0.00023820867079561695
rolf eliason,0.00023820867079561695
mark mills,0.00023820867079561695
philippe briand yacht design,0.00023820867079561695
c.w. paine yacht design inc,0.00023820867079561695
ken fickett,0.00023820867079561695
ocke mannerfelt,0.00023820867079561695
john leather,0.00023820867079561695
oscar mayr design,0.00023820867079561695
andrea vallicelli,0.00023820867079561695
tom lack,0.00023820867079561695
maurice declercq,0.00023820867079561695
r. crawford/trad,0.00023820867079561695
j. paris/gary hoyt,0.00023820867079561695
berret racoupeau /nauta design,0.00023820867079561695
tony taylor,0.00023820867079561695
joubert-nivelt/olivier flahault,0.00023820867079561695
yamaha/norlin,0.00023820867079561695
arhur c. howard,0.00023820867079561695
simonis voogd design,0.00023820867079561695
groupe finot/d. peterson,0.00023820867079561695
elvström/kjærulff,0.00023820867079561695
charles morgan/jack corey,0.00023820867079561695
john g. alden & associates,0.00023820867079561695
hutchins group,0.00023820867079561695
idbmarine (fra),0.00023820867079561695
peter schmidt,0.00023820867079561695
don wennersten,0.00023820867079561695
"linton hope,",0.00023820867079561695
ivar åkesson,0.00023820867079561695
elliott,0.00023820867079561695
"fred scott, jack evans",0.00023820867079561695
j. valentijn,0.00023820867079561695
irwin/rogers,0.00023820867079561695
corsair design team,0.00023820867079561695
rolf eliasson,0.00023820867079561695
roger hewson,0.00023820867079561695
marc lombard/piaton design,0.00023820867079561695
kenneth evans,0.00023820867079561695
wirth monroe,0.00023820867079561695
john e. cherubini,0.00023820867079561695
john gross,0.00023820867079561695
j. faroux,0.00023820867079561695
colin archer/william atkin,0.00023820867079561695
von ahlen yacht design/stile bertone,0.00023820867079561695
james croll,0.00023820867079561695
henri amel,0.00023820867079561695
neil parmentier/sieg brunnenkant,0.00023820867079561695
arnold/breck marshall,0.00023820867079561695
douglas peterson/daryl watson,0.00023820867079561695
berret - racoupeau,0.00023820867079561695
j. segger,0.00023820867079561695
walter scott/watkins,0.00023820867079561695
m.mills,0.00023820867079561695
marc lombard/chedal anglay,0.00023820867079561695
j. j. hurbulot,0.00023820867079561695
gary mull/don martin,0.00023820867079561695
sture sunden,0.00023820867079561695
charles angle,0.00023820867079561695
stéphan vallet,0.00023820867079561695
franz maas,0.00023820867079561695
glen trustwell/dan holman,0.00023820867079561695
charles street,0.00023820867079561695
luger industries,0.00023820867079561695
john alden & assoc,0.00023820867079561695
alden assoc,0.00023820867079561695
frank hamlin/peter schmitt,0.00023820867079561695
joel white,0.00023820867079561695
dennis rayner,0.00023820867079561695
b.kirby/clark,0.00023820867079561695
janne jacobsson,0.00023820867079561695
aage utzon/klaus baess,0.00023820867079561695
u. van essen / charles teeter,0.00023820867079561695
j.o. johnson,0.00023820867079561695
ted e. graves,0.00023820867079561695
michel bigoin,0.00023820867079561695
gunter hoechmer,0.00023820867079561695
w. r. loughlin,0.00023820867079561695
charles nicholson,0.00023820867079561695
c. gilbert,0.00023820867079561695
yvonne faulconnier,0.00023820867079561695
eugène cornu,0.00023820867079561695
donovan,0.00023820867079561695
delio barberis/lanfranco soma,0.00023820867079561695
e. a. brown,0.00023820867079561695
larl linblöm,0.00023820867079561695
vince lazarra,0.00023820867079561695
alexander bryan/cortland heyniger/carl meinart,0.00023820867079561695
alan  hill,0.00023820867079561695
stan hundtingford,0.00023820867079561695
bolger,0.00023820867079561695
norman newell,0.00023820867079561695
bernt lindquist/peter ståhle,0.00023820867079561695
marcelo penna,0.00023820867079561695
m. kaufman/m. perkins,0.00023820867079561695
wyatt & freeman,0.00023820867079561695
phillippe harle,0.00023820867079561695
rolf jacobssen,0.00023820867079561695
géaed danson,0.00023820867079561695
tim kings,0.00023820867079561695
ray wall,0.00023820867079561695
william shaw/w. g. richards,0.00023820867079561695
ingemar boding,0.00023820867079561695
julian bethwaite & chris mitchell,0.00023820867079561695
john bennet,0.00023820867079561695
reuel parker,0.00023820867079561695
tom lack/j. winterbotom,0.00023820867079561695
barney lehman/w.d. schock,0.00023820867079561695
peter ibold/vicente belliure,0.00023820867079561695
philip harle,0.00023820867079561695
karl strahlmann,0.00023820867079561695
william atkin/ed monk,0.00023820867079561695
alpa,0.00023820867079561695
michel joubert/patrick roseo,0.00023820867079561695
thomas mielec and x-yachts design team,0.00023820867079561695
u. van essen/dick zaal,0.00023820867079561695
du toit yacht design,0.00023820867079561695
stuart windley/harry sindle,0.00023820867079561695
ted tyler,0.00023820867079561695
john g. alden/sam crocker,0.00023820867079561695
e. maxwell smith/john mckellar,0.00023820867079561695
robert ladd,0.00023820867079561695
peter pfab,0.00023820867079561695
jaques gaubert,0.00023820867079561695
james s. krogen,0.00023820867079561695
bill o'brien,0.00023820867079561695
alf ortang,0.00023820867079561695
bjarne aas,0.00023820867079561695
henry morschladt and bob poole,0.00023820867079561695
jan h. linge,0.00023820867079561695
richard loutek,0.00023820867079561695
farr yacht design/armel briand,0.00023820867079561695
graham tilley/marine reasearch pty,0.00023820867079561695
ian haney,0.00023820867079561695
michel nivelt/lucien gourmez,0.00023820867079561695
maury/sergent,0.00023820867079561695
philip rhodes/william garden,0.00023820867079561695
floyd ayers,0.00023820867079561695
jan becker,0.00023820867079561695
rodney warington smyth,0.00023820867079561695
m. bigoin,0.00023820867079561695
edwin monk associates/ eric white,0.00023820867079561695
david boyd,0.00023820867079561695
laurent giles/chris hawkins,0.00023820867079561695
fred scott,0.00023820867079561695
bruce roberts,0.00023820867079561695
henderson/hunter design team,0.00023820867079561695
dr. walter radcliffe,0.00023820867079561695
john vincent kelley/stan herbert,0.00023820867079561695
helsen,0.00023820867079561695
mark ellis design/hinterhoeller,0.00023820867079561695
dick wyche,0.00023820867079561695
jac iversen & tor sunden/scandinavian yacht racing,0.00023820867079561695
judel/vrolijk and eric segerlind,0.00023820867079561695
magnus öster/bo jonsson,0.00023820867079561695
geoff prindle,0.00023820867079561695
halsey c. herreshoff,0.00023820867079561695
f. s. ford jr,0.00023820867079561695
etienne bertrand,0.00023820867079561695
david binks,0.00023820867079561695
roberts/haberman,0.00023820867079561695
gary mull/bayliner,0.00023820867079561695
frank butler/ bob finch,0.00023820867079561695
german frers/a. winch,0.00023820867079561695
johann anker,0.00023820867079561695
erling viksund,0.00023820867079561695
fred r. parker,0.00023820867079561695
hutchins,0.00023820867079561695
yamaha/ichiro yokoyama,0.00023820867079561695
henri amel/j. carteau,0.00023820867079561695
gordon v. harris,0.00023820867079561695
j.m. finot,0.00023820867079561695
aage utzon,0.00023820867079561695
john duncanson/david rose,0.00023820867079561695
willliam gardner,0.00023820867079561695
rodger martin and steve koopman,0.00023820867079561695
marc laurent,0.00023820867079561695
alain mortain & yannis mavrikios,0.00023820867079561695
h. melges jr./h. melges sr,0.00023820867079561695
leslie h. james,0.00023820867079561695
erford w. burt,0.00023820867079561695
sandy douglas,0.00023820867079561695
alex stuart,0.00023820867079561695
brian amato,0.00023820867079561695
morgan yachts,0.00023820867079561695
jerry cartwright,0.00023820867079561695
"morelli & melvin / vink, larsen, young",0.00023820867079561695
joseph m. dyer,0.00023820867079561695
mike brennan,0.00023820867079561695
norlin/ostmann,0.00023820867079561695
bergström & ridder,0.00023820867079561695
henry morschadt,0.00023820867079561695
j. winterbotham/t.m. lack,0.00023820867079561695
p. e. ferguson,0.00023820867079561695
georges auzepy-brenneur,0.00023820867079561695
frank parish,0.00023820867079561695
dave pedrick,0.00023820867079561695
vincent serio,0.00023820867079561695
doug peterson (unauthorized)/daryl watson,0.00023820867079561695
david & martin sadler,0.00023820867079561695
"george olson, ron moore",0.00023820867079561695
vplp,0.00023820867079561695
walter schulz & assoc,0.00023820867079561695
richard lefeber,0.00023820867079561695
nelson marek/gerry douglas,0.00023820867079561695
dick gibbs/j.r. macalpine-downie,0.00023820867079561695
yanni triatafilopolous,0.00023820867079561695
m.o. von ahlen,0.00023820867079561695
marc lombard/roseo design,0.00023820867079561695
morelli & melvin (usa),0.00023820867079561695
alan hill/d. pollard,0.00023820867079561695
bill lee/bob smith,0.00023820867079561695
henry rasmussen,0.00023820867079561695
mark giles,0.00023820867079561695
jan larsen/abbott,0.00023820867079561695
howard stern,0.00023820867079561695
david m. cannell,0.00023820867079561695
arthur pelzer,0.00023820867079561695
gustavo rodriguez,0.00023820867079561695
bill soverel/mark soverel,0.00023820867079561695
olivier petit/jeanneau,0.00023820867079561695
donald pye (holman & pye),0.00023820867079561695
hervé nollet and clément salzes,0.00023820867079561695
roberto barros,0.00023820867079561695
sandy douglass,0.00023820867079561695
ribadeau dumas,0.00023820867079561695
w.h. scott/t.r. allmand,0.00023820867079561695
camper & nicholson/r. wall,0.00023820867079561695
berret racoupeau design,0.00023820867079561695
bill lapworth,0.00023820867079561695
gilles costantini,0.00023820867079561695
"cyrus hamlin, farham butler",0.00023820867079561695
charles davies/robert perry,0.00023820867079561695
holman  & pye,0.00023820867079561695
lucien gourmez,0.00023820867079561695
daniele buizza,0.00023820867079561695
william garden/w.hardin,0.00023820867079561695
ron holder/dave ulmann,0.00023820867079561695
"william tripp jr,",0.00023820867079561695
hunter design team/r. mazza,0.00023820867079561695
hans starreveld,0.00023820867079561695
alain mortain / yiannis mavrikios,0.00023820867079561695
frederick geiger,0.00023820867079561695
schöchl,0.00023820867079561695
harden/huntingford,0.00023820867079561695
e.g. van der stadt,0.00023820867079561695
farr design,0.00023820867079561695
frank meldau,0.00023820867079561695
charles s. gurney,0.00023820867079561695
edwin monk sr,0.00023820867079561695
george stadel iii,0.00023820867079561695
anton du toit,0.00023820867079561695
homann & pyle,0.00023820867079561695
c. lowndes johnson,0.00023820867079561695
kevin shepherd,0.00023820867079561695
michel pocock,0.00023820867079561695
sebschmidt architecte naval sàrl,0.00023820867079561695
yamaha,0.00023820867079561695
t. m. hale & assoc,0.00023820867079561695
bob finch,0.00023820867079561695
åke sandström,0.00023820867079561695
luger,0.00023820867079561695
jack a. helms,0.00023820867079561695
reg white/yves loday,0.00023820867079561695
graal,0.00023820867079561695
mauric / gaubert,0.00023820867079561695
chris hawkins,0.00023820867079561695
janusz konkol,0.00023820867079561695
richard ketcham,0.00023820867079561695
tripp/watkins,0.00023820867079561695
reg freeman,0.00023820867079561695
philippe h. harlé,0.00023820867079561695
clair oberly/william garden,0.00023820867079561695
william fife iii,0.00023820867079561695
p. briand/franck darnet/flahault design,0.00023820867079561695
ray kaufmann,0.00023820867079561695
ole jensen,0.00023820867079561695
dieter blank,0.00023820867079561695
rob mazza/hunter design team,0.00023820867079561695
lehman/w. d. schock,0.00023820867079561695
"linjett design team, inc.; oscar södergren",0.00023820867079561695
lutra design,0.00023820867079561695
seawind catamarans,0.00023820867079561695
d.peterson,0.00023820867079561695
alberto cabal,0.00023820867079561695
ben lexcen,0.00023820867079561695
rob carpenter,0.00023820867079561695
warwick hood,0.00023820867079561695
jan gougeon,0.00023820867079561695
emre karamanci,0.00023820867079561695
leszec gomciarz,0.00023820867079561695
herreshoff/cheoy lee shipyard,0.00023820867079561695
d. peterson (unauthorized),0.00023820867079561695
l. e ted geary,0.00023820867079561695
j & j designs,0.00023820867079561695
jorma nyman/karl-johan stråhlmann,0.00023820867079561695
heribert streuer & horst schlichting,0.00023820867079561695
robert ames/steve clark,0.00023820867079561695
lapworth,0.00023820867079561695
rudolf jonker,0.00023820867079561695
bill dixon/angus primrose,0.00023820867079561695
henry adriaanse,0.00023820867079561695
sierp de vries,0.00011910433539780847
eliot spalding,0.00011910433539780847
open,0.00011910433539780847
c. s. chen,0.00011910433539780847
kenneth collyer/morgan-giles,0.00011910433539780847
alex bryan/cortland heyniger,0.00011910433539780847
robin chadworth-musters/alan gurney,0.00011910433539780847
luca taddei,0.00011910433539780847
jeff canepa/jim antrim,0.00011910433539780847
neil fowler & roy martin,0.00011910433539780847
jan & harry becker,0.00011910433539780847
j. j. herbulot,0.00011910433539780847
ron holland & rolf gyhlenius,0.00011910433539780847
lars oudrup,0.00011910433539780847
george l. chaisson,0.00011910433539780847
peter norlin/bernt lindquist,0.00011910433539780847
e. w. etchells,0.00011910433539780847
helmut stauch,0.00011910433539780847
jack savage,0.00011910433539780847
john c.  alden,0.00011910433539780847
dieter hä&#776;nsel,0.00011910433539780847
helsen/watkins,0.00011910433539780847
john bennet & assoc,0.00011910433539780847
west wight sailing club (uk),0.00011910433539780847
jp villenave,0.00011910433539780847
b&b yacht designs,0.00011910433539780847
alden yachts,0.00011910433539780847
aage nielsen/s&s,0.00011910433539780847
andreas wozniak,0.00011910433539780847
"fontana, maletto & navone",0.00011910433539780847
lars hedberg,0.00011910433539780847
s&s/d. le compte,0.00011910433539780847
chuck burns/hunter design team,0.00011910433539780847
gary mull/jim donovan,0.00011910433539780847
brewer/fuhriman,0.00011910433539780847
john brooke,0.00011910433539780847
lostuzzi yacht design,0.00011910433539780847
j. g. pollard,0.00011910433539780847
jack hold;,0.00011910433539780847
huntingford/hardin/cooper,0.00011910433539780847
seth persson,0.00011910433539780847
alan platt,0.00011910433539780847
morrelli & melvin/labek/ridley/sanderson,0.00011910433539780847
bill lee/bruce king,0.00011910433539780847
richard c. lazarra,0.00011910433539780847
greg young (nz),0.00011910433539780847
niels jeppessen,0.00011910433539780847
george w. patterson,0.00011910433539780847
philippe briand/jean-marc platon,0.00011910433539780847
bob ames / steve clark,0.00011910433539780847
tom thornycroft,0.00011910433539780847
arthur peltzer,0.00011910433539780847
ralston,0.00011910433539780847
merle/joubert,0.00011910433539780847
columbia/mcglasson,0.00011910433539780847
allen blackburne,0.00011910433539780847
james turner,0.00011910433539780847
henrik segercrantz,0.00011910433539780847
c. oberly/w. garden,0.00011910433539780847
prindle,0.00011910433539780847
torsten gustavsson,0.00011910433539780847
aborn smith jr,0.00011910433539780847
simonis voogt,0.00011910433539780847
uwe mares and hubert raudaschl,0.00011910433539780847
alois roland,0.00011910433539780847
linton hope,0.00011910433539780847
kaufman & assoc,0.00011910433539780847
berret-racoupeau/darnet,0.00011910433539780847
marc-oliver v.ahlen,0.00011910433539780847
lostuzzi,0.00011910433539780847
"c. raymond hunt, waldo howland",0.00011910433539780847
v. s. lazzara,0.00011910433539780847
sigurd fr. herbern,0.00011910433539780847
lars olsen,0.00011910433539780847
judel / vrolijk & co./sdk structures,0.00011910433539780847
alberg/karl-heinrich lehmann/klaus felz/uli labor,0.00011910433539780847
s. s. crocker 1931,0.00011910433539780847
nils-eric olafsson,0.00011910433539780847
r. holland,0.00011910433539780847
nelson,0.00011910433539780847
tim jackett w/bob johnson,0.00011910433539780847
jean-marie finot / jacques fauroux,0.00011910433539780847
tony dixon,0.00011910433539780847
alan eckford,0.00011910433539780847
beneteau,0.00011910433539780847
harken/vanguard,0.00011910433539780847
c.s.j. roy,0.00011910433539780847
ernest h. hartge,0.00011910433539780847
george owens/robert harris,0.00011910433539780847
mark ellis/rob maza,0.00011910433539780847
rajan naidu,0.00011910433539780847
gordon r. wyatt,0.00011910433539780847
p. harlé,0.00011910433539780847
richard l. reid,0.00011910433539780847
robert f. matteson,0.00011910433539780847
soverel/walters,0.00011910433539780847
martin fischer,0.00011910433539780847
g. a. feltham,0.00011910433539780847
jochum bierma,0.00011910433539780847
peter wormwood,0.00011910433539780847
c. r. hunt  assoc,0.00011910433539780847
fairways marine (uk),0.00011910433539780847
john a bennett,0.00011910433539780847
d. martin,0.00011910433539780847
cees van tongeren/van de stadt design,0.00011910433539780847
raymond h. richards,0.00011910433539780847
g. henderson,0.00011910433539780847
ed edgar/frank butler,0.00011910433539780847
iannis triantafilopoulos,0.00011910433539780847
m. lombard / v. garroni,0.00011910433539780847
mark bremer,0.00011910433539780847
harold brainard,0.00011910433539780847
alan p. gurney,0.00011910433539780847
ted hood / dieter empacher,0.00011910433539780847
william fife jr,0.00011910433539780847
phil morrison/rs sailing,0.00011910433539780847
charles a. nicholson / peter nicholson,0.00011910433539780847
alan platt / laurie harbotell,0.00011910433539780847
bud taplin,0.00011910433539780847
jorma nyman/strahlman,0.00011910433539780847
norman howard,0.00011910433539780847
hobie cat europe,0.00011910433539780847
simon davidson and robert underwood,0.00011910433539780847
krogen brothers,0.00011910433539780847
siddons & sindle,0.00011910433539780847
jim kyle/rolf van der sleen,0.00011910433539780847
jan larsen,0.00011910433539780847
mortain/mavrikios and cba design offices,0.00011910433539780847
michele molino,0.00011910433539780847
barreau & neuman,0.00011910433539780847
perspective yacht design,0.00011910433539780847
paine,0.00011910433539780847
olivier poncin/j&j design/dufour,0.00011910433539780847
von ahlen yacht design / stile bertone (interior),0.00011910433539780847
george duke,0.00011910433539780847
denis rayner,0.00011910433539780847
finot / harle,0.00011910433539780847
rod macalipe-downie,0.00011910433539780847
d. koopmans jr,0.00011910433539780847
stan evanson/johann wester,0.00011910433539780847
d.cattadori,0.00011910433539780847
hubert van de stadt,0.00011910433539780847
winterbotom/lack/duff,0.00011910433539780847
j. howard perrine,0.00011910433539780847
randy reynolds,0.00011910433539780847
h. lemstra (nl),0.00011910433539780847
john lucke,0.00011910433539780847
j. everitt,0.00011910433539780847
eric white & alan hill,0.00011910433539780847
jean pierre magnum,0.00011910433539780847
steve clark/dave clark,0.00011910433539780847
d. presles,0.00011910433539780847
ron hillier/d. peterson (unauthorized),0.00011910433539780847
brett bakewell-white,0.00011910433539780847
louis vallé,0.00011910433539780847
peer bruun,0.00011910433539780847
cyrus hamlin,0.00011910433539780847
jo richards/rs sailing,0.00011910433539780847
ker design,0.00011910433539780847
nestor völker,0.00011910433539780847
phillip berman/anton du toit,0.00011910433539780847
w. luhrs /j. cherubini/c. steck,0.00011910433539780847
"g, h. stadel & son/schultz & assoc",0.00011910433539780847
bjorn jensen,0.00011910433539780847
tom mcneill/tim jackett,0.00011910433539780847
hatfield & palmer,0.00011910433539780847
daniel andrieu / guillaume verdier,0.00011910433539780847
guido politi,0.00011910433539780847
jens quorning,0.00011910433539780847
ted hood / d. empacher,0.00011910433539780847
martyn smith,0.00011910433539780847
r. freeman,0.00011910433539780847
maurizio cossutti yacht design,0.00011910433539780847
lock crowther / christophe barreau,0.00011910433539780847
h. g. may,0.00011910433539780847
bill symons,0.00011910433539780847
"a. e. luders, jr",0.00011910433539780847
gordon saunders & dick medve,0.00011910433539780847
halsey hereshoff,0.00011910433539780847
norman blanchard sr,0.00011910433539780847
charles a. nicholson,0.00011910433539780847
monk/perry,0.00011910433539780847
trevor kirby,0.00011910433539780847
joachim harpprecht,0.00011910433539780847
dick slates,0.00011910433539780847
gary hoyt/h. herreshoff,0.00011910433539780847
ian proctor /abbott,0.00011910433539780847
henri adriaanse,0.00011910433539780847
bill spencer,0.00011910433539780847
ib pors nielsen,0.00011910433539780847
walter schutz,0.00011910433539780847
chris benedict,0.00011910433539780847
john v. kelley,0.00011910433539780847
bruce kelly,0.00011910433539780847
t. l. foul & c. wittholz,0.00011910433539780847
