,Designer
van de stadt/group finot,0.00011910433539780847
ron johnson,0.00011910433539780847
richard c. hill,0.00011910433539780847
clive everest and nick peters,0.00011910433539780847
ford,0.00011910433539780847
finch  & butler,0.00011910433539780847
massimo paperini,0.00011910433539780847
skyron srl,0.00011910433539780847
john cherubini/bob seidelmann,0.00011910433539780847
ulf røgeberg,0.00011910433539780847
bruce farr/j&j design,0.00011910433539780847
g. prout & sons,0.00011910433539780847
charles currey,0.00011910433539780847
j. s. helyer,0.00011910433539780847
illingworth & associates,0.00011910433539780847
w. tripp/a. lecomte,0.00011910433539780847
ken broyles,0.00011910433539780847
broadblue catamarans,0.00011910433539780847
howard siddons/uffa fox,0.00011910433539780847
h. hinckley iii/owens,0.00011910433539780847
h.c. smith,0.00011910433539780847
oliver f. seabrook/henry sheel,0.00011910433539780847
ernesto quaranta,0.00011910433539780847
durbeck,0.00011910433539780847
o. enderlien,0.00011910433539780847
tom roland,0.00011910433539780847
a. e. luders/robert henry jr,0.00011910433539780847
macalpine-downie,0.00011910433539780847
finch/butler/milne,0.00011910433539780847
john hanna/w.i.b. crealock,0.00011910433539780847
a vallicelli,0.00011910433539780847
cherubini,0.00011910433539780847
colin mudie/van de stadt,0.00011910433539780847
ralph kuppersmith/c. mills,0.00011910433539780847
perry/huntingford,0.00011910433539780847
william h. tripp,0.00011910433539780847
j. winterbotom/tom & mary lack,0.00011910433539780847
gordon k. douglass,0.00011910433539780847
rob humphries,0.00011910433539780847
w. b. stearns,0.00011910433539780847
ken rusinek,0.00011910433539780847
pyle/moorman/sindle,0.00011910433539780847
david feltham/thames marine,0.00011910433539780847
jac. m. iversen/gusta erikson,0.00011910433539780847
yves marechal,0.00011910433539780847
goran marström/kare ljung,0.00011910433539780847
taylor newell,0.00011910433539780847
merle hallett,0.00011910433539780847
john h. illingworth,0.00011910433539780847
walter scott & robert johnson,0.00011910433539780847
miglitsch/schoechl,0.00011910433539780847
gaastmeer/terpstra design,0.00011910433539780847
simonis voogd yacht design,0.00011910433539780847
william atkin/william crealock,0.00011910433539780847
alexander simonis,0.00011910433539780847
bowes & mower,0.00011910433539780847
daniel mccarthy/waltman walters,0.00011910433539780847
arne wiklund,0.00011910433539780847
yann chabaud / olivier poncin,0.00011910433539780847
clive jeffries,0.00011910433539780847
jacek wasowski,0.00011910433539780847
james wharram,0.00011910433539780847
knud e. hansen & jan kjærulff,0.00011910433539780847
uus van essen/conrad gulcher,0.00011910433539780847
oy fiskars,0.00011910433539780847
günter thomat,0.00011910433539780847
d. carter/rob humphreys/northshore design team,0.00011910433539780847
h. herreshoff,0.00011910433539780847
paul elvstrom,0.00011910433539780847
nathaniel herreshoff/sidney herreshoff,0.00011910433539780847
rob shaw,0.00011910433539780847
daniel webb,0.00011910433539780847
robert clark/austin farrer,0.00011910433539780847
joubert,0.00011910433539780847
eldredge mcginnis,0.00011910433539780847
p. harle/a. mortain,0.00011910433539780847
maurice  griffiths,0.00011910433539780847
sparkman $ stephens,0.00011910433539780847
samual manuard,0.00011910433539780847
d. peterson,0.00011910433539780847
clair oberly,0.00011910433539780847
w.gardner/f.sweisguth,0.00011910433539780847
rhodes/dyer,0.00011910433539780847
nils lucander,0.00011910433539780847
john holmes,0.00011910433539780847
mccullough/violette,0.00011910433539780847
l. francis herreshoff/eldredge-mcginnis,0.00011910433539780847
g. william mcvay sr,0.00011910433539780847
lage eklund,0.00011910433539780847
yves loday and reg white,0.00011910433539780847
"martin fischer, greg goodall",0.00011910433539780847
deiter empacher,0.00011910433539780847
doug peterson/peter sijm,0.00011910433539780847
melges,0.00011910433539780847
pas & razinger,0.00011910433539780847
costantini,0.00011910433539780847
arthur edmonds/don wennersten,0.00011910433539780847
peter norlin/jens östmann,0.00011910433539780847
hary becker,0.00011910433539780847
a.jèzèquel,0.00011910433539780847
hakan södergren,0.00011910433539780847
john mazzotti,0.00011910433539780847
per qvist,0.00011910433539780847
alan adler,0.00011910433539780847
cmdr. denys a. rayner,0.00011910433539780847
ian proctor / graham dodd / george blanchard,0.00011910433539780847
jacques deperon,0.00011910433539780847
rodgers,0.00011910433539780847
"murray, burns & dovell",0.00011910433539780847
"bill soverel, walt walters",0.00011910433539780847
simonis voogd designs,0.00011910433539780847
j. berret/vandestadt & mcgruer,0.00011910433539780847
a.k. carter,0.00011910433539780847
endeavour/creekmore,0.00011910433539780847
barreau/neuman,0.00011910433539780847
reichel pugh yacht design,0.00011910433539780847
paul elvström,0.00011910433539780847
flamme yacht design,0.00011910433539780847
vaton & cadro,0.00011910433539780847
feltham/thames marine,0.00011910433539780847
kurt a. h. oehlmann,0.00011910433539780847
john rock,0.00011910433539780847
garden/perry,0.00011910433539780847
dieter gade,0.00011910433539780847
"william tripp, jr",0.00011910433539780847
valicelli,0.00011910433539780847
roberto barras,0.00011910433539780847
j&j,0.00011910433539780847
jac. de ridder/dick koopmans sr,0.00011910433539780847
simon grieg,0.00011910433539780847
marius corbin,0.00011910433539780847
owen woolley,0.00011910433539780847
hugh rossiter,0.00011910433539780847
henry martinak/ime yachting (fra),0.00011910433539780847
jeanneau design,0.00011910433539780847
ole enderlain,0.00011910433539780847
a. sidney dewolf herreshoff,0.00011910433539780847
olsöner,0.00011910433539780847
bruce roberts/grahame shannon,0.00011910433539780847
stefan quiberg,0.00011910433539780847
mike west,0.00011910433539780847
r. van der staad,0.00011910433539780847
sciomachen,0.00011910433539780847
chris boyd,0.00011910433539780847
walter scott/bob johnson,0.00011910433539780847
bob salthouse,0.00011910433539780847
crowninshield/r. n. burbank,0.00011910433539780847
dubois,0.00011910433539780847
yves loday/reg white,0.00011910433539780847
christophestophe barreau,0.00011910433539780847
lehman,0.00011910433539780847
farrier,0.00011910433539780847
paul cronin,0.00011910433539780847
malta-muller,0.00011910433539780847
simon cory,0.00011910433539780847
ernest nunes,0.00011910433539780847
kenneth collyer,0.00011910433539780847
pierre meunier,0.00011910433539780847
john g. alden assoc,0.00011910433539780847
"elvstrøm, kjærulff, rögeberg",0.00011910433539780847
howard siddons,0.00011910433539780847
dick zaal / doug peterson,0.00011910433539780847
duncan stuart,0.00011910433539780847
tom cox,0.00011910433539780847
c. raymond hunt assoc./john deknatel,0.00011910433539780847
s. bradfield/t. haman/m.mcgarry,0.00011910433539780847
lock crowther /c. barreau,0.00011910433539780847
"frederick w. goeller, jr",0.00011910433539780847
john g. hanna,0.00011910433539780847
jacques fauroux/jean-marie finot,0.00011910433539780847
david cannell,0.00011910433539780847
knud reimers /peter norlin,0.00011910433539780847
rex fettell,0.00011910433539780847
mcglasson,0.00011910433539780847
knud h reimers,0.00011910433539780847
epaminonda ceccarelli,0.00011910433539780847
george larsen,0.00011910433539780847
pierre rolland/pierre delion,0.00011910433539780847
steven a. george,0.00011910433539780847
philipe pouvreau,0.00011910433539780847
edson i. schock,0.00011910433539780847
andrzej arminski,0.00011910433539780847
flahault/nivelt,0.00011910433539780847
klaus grohnert,0.00011910433539780847
chris bjerregaard,0.00011910433539780847
eldredge & mcinnis,0.00011910433539780847
dr. jüs segger,0.00011910433539780847
john b sharp,0.00011910433539780847
nigel irens,0.00011910433539780847
john corby,0.00011910433539780847
john bennet & associates,0.00011910433539780847
johnstone,0.00011910433539780847
john swarbrick,0.00011910433539780847
john corby / david harte,0.00011910433539780847
bill sauerbrey,0.00011910433539780847
lars-olof norlin,0.00011910433539780847
m. joubert/ b. nivelt,0.00011910433539780847
dieter hänsel,0.00011910433539780847
w. & r.b. fife,0.00011910433539780847
joubert / nivelt,0.00011910433539780847
leo bruckner,0.00011910433539780847
francis & roland prout,0.00011910433539780847
john winslow,0.00011910433539780847
j&j design/etap yachting,0.00011910433539780847
angelo lavranos/gideon goudsmit,0.00011910433539780847
ken upham/mike price,0.00011910433539780847
haydn gozzard,0.00011910433539780847
torild larsson,0.00011910433539780847
andre cornu,0.00011910433539780847
f. butler / a. garest,0.00011910433539780847
john s. letcher jr,0.00011910433539780847
chris hood/david robison,0.00011910433539780847
luca brenta & co,0.00011910433539780847
studio lostuzzi,0.00011910433539780847
frank spears,0.00011910433539780847
harry becker/leif ängermark,0.00011910433539780847
charles e. morgan,0.00011910433539780847
ed thrall & jack freitag,0.00011910433539780847
strahlmann,0.00011910433539780847
herb stewart/international marine,0.00011910433539780847
greg gregory,0.00011910433539780847
alex simonis/maarten voogd,0.00011910433539780847
daniel mccarthy/w.walters,0.00011910433539780847
b. farr,0.00011910433539780847
eva m. hollman,0.00011910433539780847
michel castillo,0.00011910433539780847
charles purbrook,0.00011910433539780847
jo richards & neil graham,0.00011910433539780847
jacob vierø,0.00011910433539780847
howard chapelle,0.00011910433539780847
hunter marine,0.00011910433539780847
bucknell & holt,0.00011910433539780847
norbert patalas,0.00011910433539780847
carl martens,0.00011910433539780847
tom roland/ross guinea,0.00011910433539780847
g. douglas / catalina,0.00011910433539780847
stanley t. smith,0.00011910433539780847
m. s. redman,0.00011910433539780847
botin & carkeek,0.00011910433539780847
uwe mares & hubert raudaschl,0.00011910433539780847
ray creekmore,0.00011910433539780847
gunnar l. stenbäck,0.00011910433539780847
cockburn/jones,0.00011910433539780847
ted carpentier/frank butler,0.00011910433539780847
h. amel/j. carteau,0.00011910433539780847
roy lunney,0.00011910433539780847
berret racoupeau/nauta,0.00011910433539780847
s. j. herbert/j. v. kelley,0.00011910433539780847
j. pierrejean,0.00011910433539780847
phil bolger/peter duff,0.00011910433539780847
prof. ir. w. draijer,0.00011910433539780847
brewer & wallstrom,0.00011910433539780847
george marzin,0.00011910433539780847
catalina yachts,0.00011910433539780847
phillipe harle,0.00011910433539780847
g. moreau,0.00011910433539780847
kurt w. schröter,0.00011910433539780847
don karmin,0.00011910433539780847
stephens brothers,0.00011910433539780847
wayne vetterlein,0.00011910433539780847
alden & assoc,0.00011910433539780847
john conser/vince bartolone,0.00011910433539780847
richard newick,0.00011910433539780847
jim brown/windrider,0.00011910433539780847
mccune,0.00011910433539780847
john morris/alan burnard/charles currey,0.00011910433539780847
charles morgan/henry scheel,0.00011910433539780847
george stadel,0.00011910433539780847
jason ker,0.00011910433539780847
xavier faÿ; lasta design studio (interior),0.00011910433539780847
walter h. scott,0.00011910433539780847
carl alberg/alden,0.00011910433539780847
michael dufour,0.00011910433539780847
alden associates/nils helleberg,0.00011910433539780847
colin silvester,0.00011910433539780847
kauffman & ladd,0.00011910433539780847
charles angle/axel schmidt,0.00011910433539780847
tim clissold/roger and chris kitchen,0.00011910433539780847
neil coster,0.00011910433539780847
jacobin design,0.00011910433539780847
peter cole & associates,0.00011910433539780847
andrew davidhazy,0.00011910433539780847
jules fleder,0.00011910433539780847
daniel avoures,0.00011910433539780847
henry bateson,0.00011910433539780847
robb ladd,0.00011910433539780847
clive everest,0.00011910433539780847
van peteghem & prevost/nauta design,0.00011910433539780847
bruce marek,0.00011910433539780847
simonis - voogd,0.00011910433539780847
a.s. pendell,0.00011910433539780847
k. schröter travenünde,0.00011910433539780847
s. c. huntingford,0.00011910433539780847
roscoe guinea,0.00011910433539780847
henry longmore,0.00011910433539780847
ta chaio,0.00011910433539780847
borge quorning,0.00011910433539780847
chappelle,0.00011910433539780847
lombard,0.00011910433539780847
elmer millenbach,0.00011910433539780847
william hardin,0.00011910433539780847
berret-racoupeau / franck darnet,0.00011910433539780847
albert sedlmayer,0.00011910433539780847
development class,0.00011910433539780847
w. h tripp jr,0.00011910433539780847
percy blandford,0.00011910433539780847
colin mudie,0.00011910433539780847
judel/ vrolijk,0.00011910433539780847
alvin mason,0.00011910433539780847
manuel nunes & sons,0.00011910433539780847
byan lello,0.00011910433539780847
stephen thomas,0.00011910433539780847
barry moore,0.00011910433539780847
greg goodall/jim boyer,0.00011910433539780847
wilf o'kell,0.00011910433539780847
reichel-pugh,0.00011910433539780847
gary mull / frank butler,0.00011910433539780847
harry highet,0.00011910433539780847
x-yachts design team,0.00011910433539780847
wojciech spinsak,0.00011910433539780847
lehman/schock,0.00011910433539780847
nordship,0.00011910433539780847
d. bruce connolly,0.00011910433539780847
denys rayner,0.00011910433539780847
corsair/farrier,0.00011910433539780847
benjamin hallock,0.00011910433539780847
dennis robbins/creekmore,0.00011910433539780847
hugh angelman,0.00011910433539780847
m. kaufmann,0.00011910433539780847
j.t.lockley,0.00011910433539780847
john r.kaiser sr,0.00011910433539780847
briand/darnet/flahault/jeanneau,0.00011910433539780847
palmer scott  co,0.00011910433539780847
william crealock/edward delong,0.00011910433539780847
mit/george owen,0.00011910433539780847
van peteghem-lauriot prévost,0.00011910433539780847
c. william lapworth/calgan,0.00011910433539780847
laurent giles/pininfarina,0.00011910433539780847
arnold meyer sr,0.00011910433539780847
jack butte,0.00011910433539780847
dave hubbard,0.00011910433539780847
ole jensen/christian madsen,0.00011910433539780847
eldridge/mcinnis,0.00011910433539780847
michael quick,0.00011910433539780847
m. joubert,0.00011910433539780847
c. s. j. roy,0.00011910433539780847
doug zurn,0.00011910433539780847
rex fettel,0.00011910433539780847
richardson,0.00011910433539780847
d. newick/m. raymond,0.00011910433539780847
ker yacht design,0.00011910433539780847
françois perus,0.00011910433539780847
c. schumacher,0.00011910433539780847
gordon fowler/harry feltham,0.00011910433539780847
a. beneteau,0.00011910433539780847
eivind still/hans johansson,0.00011910433539780847
peterson/salthouse,0.00011910433539780847
hugo samuelsson,0.00011910433539780847
o. h. rodgers/scott,0.00011910433539780847
victor. brix,0.00011910433539780847
farr,0.00011910433539780847
steven dileo,0.00011910433539780847
mason,0.00011910433539780847
c. raymond hunt assoc,0.00011910433539780847
tommy stål,0.00011910433539780847
jan gustafsson,0.00011910433539780847
p. milne,0.00011910433539780847
l. h. walker,0.00011910433539780847
fontana maletto navone,0.00011910433539780847
ed monk,0.00011910433539780847
eric lefevre,0.00011910433539780847
pelle peterson,0.00011910433539780847
mark ellis design/gordon fisher,0.00011910433539780847
sergent/herbulot,0.00011910433539780847
sears design team,0.00011910433539780847
e. cornu,0.00011910433539780847
karl & klaus feltz,0.00011910433539780847
pablo mastracchio,0.00011910433539780847
c.t. allen,0.00011910433539780847
robert l. taber,0.00011910433539780847
robert johnson,0.00011910433539780847
h. manley crosby,0.00011910433539780847
alan h. buchanan,0.00011910433539780847
j. m. l'hermenier,0.00011910433539780847
farrier/corsair,0.00011910433539780847
robert smith,0.00011910433539780847
c. raymond hunt assoc.(john deknatel),0.00011910433539780847
reg gardner,0.00011910433539780847
andré gallois,0.00011910433539780847
robert n. stone,0.00011910433539780847
a. r. luke,0.00011910433539780847
freedom yachts,0.00011910433539780847
l. f.  herreshoff,0.00011910433539780847
lothar leichtfuß,0.00011910433539780847
david westphal,0.00011910433539780847
bernt lindquist / peter ståhle / s. jardine,0.00011910433539780847
danilo cattadori,0.00011910433539780847
ed dubois/frans maas,0.00011910433539780847
turun veneveistramo,0.00011910433539780847
jorma nyman,0.00011910433539780847
antonio josé ferrer,0.00011910433539780847
vince lazzara,0.00011910433539780847
reg & rob white,0.00011910433539780847
steven jones,0.00011910433539780847
michal & adam orych,0.00011910433539780847
lyle c. hess/richard arthur,0.00011910433539780847
"wallstrom, watkins & assoc",0.00011910433539780847
c. william lapworth/a. nairne,0.00011910433539780847
skorski/jusis,0.00011910433539780847
turien veneveistramo,0.00011910433539780847
reg gardner/endeavour yachts,0.00011910433539780847
schoechl,0.00011910433539780847
peter ståhle,0.00011910433539780847
john r. brophy,0.00011910433539780847
richard hartley,0.00011910433539780847
roger mcaleer,0.00011910433539780847
fife,0.00011910433539780847
william loughlin,0.00011910433539780847
eric salander,0.00011910433539780847
j & j design / olivier poncin,0.00011910433539780847
jack cory/charles morgan,0.00011910433539780847
carlo bertorello,0.00011910433539780847
bjarn aas,0.00011910433539780847
bram dally,0.00011910433539780847
r. a. g. nierop,0.00011910433539780847
james williams,0.00011910433539780847
c & c design group,0.00011910433539780847
talman bigelow/robert baker,0.00011910433539780847
bernd breymann/klaus enzmann,0.00011910433539780847
bergstrom/ridder,0.00011910433539780847
richards/whitehouse/rs sailing,0.00011910433539780847
clair oberly/w. garden,0.00011910433539780847
f. sergent,0.00011910433539780847
norman dallimore,0.00011910433539780847
d.koopmans sr,0.00011910433539780847
e. dubois,0.00011910433539780847
thomas b. middleton/j. e. doyle,0.00011910433539780847
axel debeaufort/alexis muratet,0.00011910433539780847
kaufman & ladd,0.00011910433539780847
ted irwin / dennis robbins,0.00011910433539780847
michael henderson,0.00011910433539780847
william b. harris,0.00011910433539780847
thorkild lind,0.00011910433539780847
stanley t. smith/h. stewart,0.00011910433539780847
alberg/south coast,0.00011910433539780847
ian bruce,0.00011910433539780847
shad turner/william downing,0.00011910433539780847
breck marshall,0.00011910433539780847
hugh angelman/charles davies,0.00011910433539780847
skip johnson,0.00011910433539780847
dick zaal / georg nissen,0.00011910433539780847
keith callaghan,0.00011910433539780847
glen & murray corcoran,0.00011910433539780847
olle blomqvist,0.00011910433539780847
peter hoyt/d. peterson,0.00011910433539780847
bela molnar,0.00011910433539780847
g. pfeiffer,0.00011910433539780847
john g. alden/cifford swaine,0.00011910433539780847
wilbur ketcham,0.00011910433539780847
bill hephurn,0.00011910433539780847
winthrop l. warner,0.00011910433539780847
loc goepfert,0.00011910433539780847
jean pierre brouns,0.00011910433539780847
norman g. owens,0.00011910433539780847
james h. kyle,0.00011910433539780847
bob seidelmann/bruce kirby/w. ross,0.00011910433539780847
g o’brien kennedy,0.00011910433539780847
william tripp sr,0.00011910433539780847
phillipe harlé,0.00011910433539780847
culler/hunt/howland,0.00011910433539780847
michael price,0.00011910433539780847
o.poncin/berret,0.00011910433539780847
mcinnis,0.00011910433539780847
stanley t. smith/herb. stewart,0.00011910433539780847
n. g. herreshoff,0.00011910433539780847
newell,0.00011910433539780847
j&j design / gerald kiska,0.00011910433539780847
william crealock/charles f. street,0.00011910433539780847
hollman & pyle,0.00011910433539780847
archie arroll,0.00011910433539780847
menger/sweisguth,0.00011910433539780847
harlé - mortain,0.00011910433539780847
john a bennett & assoc,0.00011910433539780847
kjærulff/elvström,0.00011910433539780847
p. harle / a. mortain,0.00011910433539780847
holman  & pyle,0.00011910433539780847
c. john thorpe,0.00011910433539780847
jerry and david hubbard,0.00011910433539780847
alex trethewey/noel honey,0.00011910433539780847
g. verdier,0.00011910433539780847
bill shaw,0.00011910433539780847
philippe costard,0.00011910433539780847
andrew simmons,0.00011910433539780847
richard lazzara,0.00011910433539780847
steven schock/reijo salminen,0.00011910433539780847
grahame shannon,0.00011910433539780847
bob ball,0.00011910433539780847
george olson/ron moore,0.00011910433539780847
willy asmus,0.00011910433539780847
rajen naidu,0.00011910433539780847
jørn hansen,0.00011910433539780847
paul wright & brian taylor,0.00011910433539780847
john drawe,0.00011910433539780847
g. plessis & j. marin,0.00011910433539780847
rod mcalpine-downie/dick gibbs,0.00011910433539780847
eivind amble/geir grung,0.00011910433539780847
charles teeter,0.00011910433539780847
adams,0.00011910433539780847
gonzalo redondo,0.00011910433539780847
richard sarby,0.00011910433539780847
g. de vries lentsch jr,0.00011910433539780847
dashew,0.00011910433539780847
c. raymond hunt & assoc,0.00011910433539780847
robert humphries,0.00011910433539780847
george mcvay,0.00011910433539780847
dubois/joubert-nivelt,0.00011910433539780847
c. william lapworth/capital yachts inc,0.00011910433539780847
janusz maderski,0.00011910433539780847
ernest woods,0.00011910433539780847
frank bethwaite/ian bruce,0.00011910433539780847
nelson/merek,0.00011910433539780847
george o'brian kennedy,0.00011910433539780847
alvin youngquist,0.00011910433539780847
john a. bennet,0.00011910433539780847
duncanson,0.00011910433539780847
horst glacer,0.00011910433539780847
carlo sciarrelli,0.00011910433539780847
paul hutton,0.00011910433539780847
hobiecat europe,0.00011910433539780847
reichel/pugh yacht design,0.00011910433539780847
"g, h. stadel & son",0.00011910433539780847
j. laurent-giles,0.00011910433539780847
a. lavranos,0.00011910433539780847
frans cobelens nbja,0.00011910433539780847
mylius yachts,0.00011910433539780847
robert slater,0.00011910433539780847
mcclintock-dubdam,0.00011910433539780847
john welsford,0.00011910433539780847
streuer/schmidt,0.00011910433539780847
shad truner,0.00011910433539780847
tom rolland/nacra design group/roy seaman,0.00011910433539780847
harry dennis,0.00011910433539780847
james hakes,0.00011910433539780847
herbulot,0.00011910433539780847
r. gardner/l. hedges/j. bott,0.00011910433539780847
jay r. benford,0.00011910433539780847
wilson-marquinez (arg),0.00011910433539780847
alerion yachts,0.00011910433539780847
gus linell,0.00011910433539780847
hector ballester,0.00011910433539780847
hendricks bulthuis,0.00011910433539780847
fred goeller,0.00011910433539780847
nelson/marek / catalina,0.00011910433539780847
andre  mauric/gilles vaton,0.00011910433539780847
edson schock,0.00011910433539780847
phil morisson,0.00011910433539780847
r. t. hartley,0.00011910433539780847
arthur javes,0.00011910433539780847
a. vallicelli,0.00011910433539780847
botin & partners,0.00011910433539780847
steven douglas,0.00011910433539780847
jack herrick/vince minter/jeffkins,0.00011910433539780847
nathanael herreshoff,0.00011910433539780847
denis ganley,0.00011910433539780847
melges/johnson,0.00011910433539780847
myron spaulding,0.00011910433539780847
judel/vrolijk - felci,0.00011910433539780847
richard lazzarra/ david jones,0.00011910433539780847
lyle hess/gerry montgomery,0.00011910433539780847
jan bjerke,0.00011910433539780847
heraldo ruesch,0.00011910433539780847
tom roland/nacra design group,0.00011910433539780847
reg white/derek kelsall,0.00011910433539780847
"richard wrighton,",0.00011910433539780847
f. butler,0.00011910433539780847
laurent giles & partners ltd,0.00011910433539780847
ted moreau,0.00011910433539780847
philippe briand /jeanneau,0.00011910433539780847
john letcher,0.00011910433539780847
roger hill/phillip berman,0.00011910433539780847
william atkin/cecil lange,0.00011910433539780847
paul molich,0.00011910433539780847
henri garreta,0.00011910433539780847
james e. graves,0.00011910433539780847
george cockshott,0.00011910433539780847
peter sijm / de vries lentsch,0.00011910433539780847
jim taylor/hewson/sabre,0.00011910433539780847
carkeek design partners,0.00011910433539780847
olivier poncin/alain mortain & yiannis mavrikios,0.00011910433539780847
thomas faul & charles wittholz,0.00011910433539780847
charles davies,0.00011910433539780847
carkeek & botin,0.00011910433539780847
najad,0.00011910433539780847
tony taylore,0.00011910433539780847
corsair marine,0.00011910433539780847
whistance,0.00011910433539780847
jean beret,0.00011910433539780847
hurbulot,0.00011910433539780847
john h. lindblom,0.00011910433539780847
endeavour/cortland steck,0.00011910433539780847
olsoner batbyggen,0.00011910433539780847
jorma nyman/ karl/johan stråhlmann,0.00011910433539780847
j&j design/d. andrieu,0.00011910433539780847
john westell/austin farrar,0.00011910433539780847
maxi dolphin,0.00011910433539780847
castro,0.00011910433539780847
robert perry (unauthorized),0.00011910433539780847
david boyd/rustler,0.00011910433539780847
bossuet/meyney/salmoiraghi,0.00011910433539780847
charles street/alden,0.00011910433539780847
eric bruneel/gildas cornic,0.00011910433539780847
mike arnold/rondar,0.00011910433539780847
sparkman & stephens / butler,0.00011910433539780847
eric white & arthur berry,0.00011910433539780847
schionning design,0.00011910433539780847
j. r. macalpine-downie/dick gibbs,0.00011910433539780847
george w. mcvay,0.00011910433539780847
declercq,0.00011910433539780847
mark balogh/windrider,0.00011910433539780847
robert derecktor,0.00011910433539780847
elvstrom/kjaeralf/buchwald,0.00011910433539780847
tom wylie,0.00011910433539780847
p. jouet & cie,0.00011910433539780847
rhodes/tanton,0.00011910433539780847
"cyrus hamlin, f. butler",0.00011910433539780847
mario cossutti,0.00011910433539780847
richard and jay mcfarlane,0.00011910433539780847
artu chiggiato,0.00011910433539780847
bill dizon,0.00011910433539780847
ted hood/gary hoyt,0.00011910433539780847
watkins,0.00011910433539780847
"edwin monk jr,",0.00011910433539780847
philip rhodes / charles wittholz/dyer,0.00011910433539780847
e. van de stadt,0.00011910433539780847
ian procter,0.00011910433539780847
tanguy le bihan,0.00011910433539780847
talman bigelow/r. baker,0.00011910433539780847
loren hart/tommy chen,0.00011910433539780847
richard hennevanger,0.00011910433539780847
al mason/jeff leishman,0.00011910433539780847
farr/bassani,0.00011910433539780847
jean-yves manac'h,0.00011910433539780847
alexandro vismara,0.00011910433539780847
john spencer/peter tait,0.00011910433539780847
lock crowther/john hitch,0.00011910433539780847
roberto róvere,0.00011910433539780847
marc van peteghem/ michel desjoyeaux,0.00011910433539780847
kirke leonard,0.00011910433539780847
guy tyrwhitt-drake,0.00011910433539780847
bruce binham,0.00011910433539780847
kaiser,0.00011910433539780847
greg ketterman,0.00011910433539780847
ralph e. winslow,0.00011910433539780847
william j. roué,0.00011910433539780847
warren metcalf,0.00011910433539780847
ronald petralito,0.00011910433539780847
drake sparkman/sparkman & stephens,0.00011910433539780847
reimers,0.00011910433539780847
john conser,0.00011910433539780847
bill cook yacht design,0.00011910433539780847
oliver lee /chris butler,0.00011910433539780847
h. w. white,0.00011910433539780847
armin philips,0.00011910433539780847
c. hamlin/butler,0.00011910433539780847
wyatt and freeman/terry compton,0.00011910433539780847
ralph winslow,0.00011910433539780847
george stadell iii,0.00011910433539780847
borge bringsvaerd,0.00011910433539780847
john drawe/dave ellis,0.00011910433539780847
john & laurie converse/j. lange,0.00011910433539780847
aborn smith/kells corp,0.00011910433539780847
i murray,0.00011910433539780847
gaudry,0.00011910433539780847
sam crocker,0.00011910433539780847
mark leonard,0.00011910433539780847
bakewell-white yacht design,0.00011910433539780847
w. aarnipalo,0.00011910433539780847
